profile,actual_ddq_max_rad_s2,actual_ddq_p99_rad_s2,actual_dq_max_rad_s,actual_dq_p99_rad_s,actual_elbow_accel_p99_m_s2,actual_elbow_lateral_range_m,actual_elbow_speed_max_m_s,actual_j1_ddq_p99_rad_s2,actual_j1_dq_max_rad_s,actual_j2_ddq_p99_rad_s2,actual_j2_dq_max_rad_s,actual_j3_ddq_p99_rad_s2,actual_j3_dq_max_rad_s,actual_j4_ddq_p99_rad_s2,actual_j4_dq_max_rad_s,actual_j5_ddq_p99_rad_s2,actual_j5_dq_max_rad_s,actual_j6_ddq_p99_rad_s2,actual_j6_dq_max_rad_s,actual_j7_ddq_p99_rad_s2,actual_j7_dq_max_rad_s,actual_min_joint_margin_rad,actual_min_rho,actual_orientation_rmse_rad,actual_physical_velocity_exceed_fraction,actual_position_max_m,actual_position_p95_m,actual_position_rmse_m,braking_active_fraction,braking_binding_fraction,braking_j1_active_fraction,braking_j1_binding_fraction,braking_j2_active_fraction,braking_j2_binding_fraction,braking_j3_active_fraction,braking_j3_binding_fraction,braking_j4_active_fraction,braking_j4_binding_fraction,braking_j5_active_fraction,braking_j5_binding_fraction,braking_j6_active_fraction,braking_j6_binding_fraction,braking_j7_active_fraction,braking_j7_binding_fraction,command_above_driver_cap_fraction,command_ddq_max_rad_s2,command_ddq_p99_rad_s2,command_dq_max_rad_s,command_dq_p99_rad_s,command_driver_q_gap_max_rad,command_driver_q_gap_rms_rad,command_elbow_accel_p99_m_s2,command_elbow_lateral_range_m,command_elbow_speed_max_m_s,command_j1_dq_max_rad_s,command_j1_sat_fraction,command_j1_saturation_fraction,command_j2_dq_max_rad_s,command_j2_sat_fraction,command_j3_dq_max_rad_s,command_j3_sat_fraction,command_j4_ddq_p99_rad_s2,command_j4_dq_max_rad_s,command_j4_sat_fraction,command_j4_saturation_fraction,command_j5_dq_max_rad_s,command_j5_sat_fraction,command_j6_dq_max_rad_s,command_j6_sat_fraction,command_j7_dq_max_rad_s,command_j7_sat_fraction,command_min_joint_margin_rad,command_min_rho,command_orientation_rmse_rad,command_position_max_m,command_position_p95_m,command_position_rmse_m,command_velocity_saturation_fraction,driver_actual_q_gap_max_rad,driver_actual_q_gap_rms_rad,driver_ddq_max_rad_s2,driver_ddq_p99_rad_s2,driver_dq_max_rad_s,driver_dq_p99_rad_s,driver_elbow_accel_p99_m_s2,driver_elbow_lateral_range_m,driver_elbow_speed_max_m_s,driver_j1_dq_max_rad_s,driver_j1_limit_active_fraction,driver_j2_dq_max_rad_s,driver_j2_limit_active_fraction,driver_j3_dq_max_rad_s,driver_j3_limit_active_fraction,driver_j4_ddq_p99_rad_s2,driver_j4_dq_max_rad_s,driver_j4_limit_active_fraction,driver_j5_dq_max_rad_s,driver_j5_limit_active_fraction,driver_j6_dq_max_rad_s,driver_j6_limit_active_fraction,driver_j7_dq_max_rad_s,driver_j7_limit_active_fraction,driver_limit_active_fraction,driver_min_joint_margin_rad,driver_min_rho,driver_orientation_rmse_rad,driver_position_max_m,driver_position_p95_m,driver_position_rmse_m,driver_velocity_limit_enabled,driver_velocity_saturation_fraction,duration_s,frame_full_error_p95_m,frame_full_orientation_error_p95_rad,frame_limit_activation_mean,frame_used_error_p95_m,frame_used_orientation_error_p95_rad,ik_velocity_limit_enabled,nullspace_activation_mean,nullspace_error_abs_p95_rad,nullspace_return_speed_abs_p95_rad_s,q_gap_max_rad,q_gap_rms_rad,singularity_limit_active_fraction,solve_time_mean_ms,solve_time_p95_ms,solver_failures,speed,tail_actual_ddq_rms_rad_s2,tail_actual_ee_p2p_m,tail_actual_ee_vibration_rms_m,tail_command_ee_p2p_m,tail_command_ee_vibration_rms_m,tail_driver_ee_p2p_m,tail_driver_ee_vibration_rms_m,torque_saturation_fraction
energy_0,58.752580986927406,36.03949354657852,3.736027873842908,2.852665922783789,7.802976192069491,0.055316603128608706,0.44426638669547414,30.92550606347443,1.7926003234410839,15.994980419596976,1.0390042677746167,18.356361589869575,1.3170537639170858,43.1293538392814,2.704370410156288,7.183299272281691,0.8071484000616018,13.36994244723366,1.2034325641827726,22.831916898887787,1.7664931917613476,0.10463608539725523,0.07301103071404347,0.2928832202147011,0.06610466719198539,0.100237490606371,0.09852702912354866,0.06349992605575373,0.6626051191036585,0.21086952036712855,0.0,0.05207742260891493,0.5259692044078226,0.06934209011216995,0.00495337995337995,0.007100750267952833,0.03831725616291532,0.02804644580995584,0.04108391608391609,0.0099067599067599,0.08936227224008575,0.08275058275058275,0.08558808792453652,0.07575757575757576,0.04976083743518108,453.831692179089,92.20214419959429,3.400589045971477,2.7929336857050657,3.073136004931124e-08,2.091204174760162e-09,14.877407365933154,0.05328682477791105,0.3602101585508359,1.32644921541214,0.0510056112477145,0.0510056112477145,0.9440064930762068,0.003699376947040492,1.1836612544963525,0.006296891747052508,47.073625028133414,2.216393748919169,0.011523525886352783,0.011523525886352783,1.0339809208138224,0.0,1.5340407747620095,0.0,2.103893905162598,0.0,0.10500287520983868,0.07523332968703124,0.1858662924800484,0.08218451444447279,0.08016808893209422,0.050197160505537575,0.07252540582816029,0.15670412503512893,0.03836298572431224,453.8315884670072,92.20214419959429,3.4005884236989865,2.7929334782809025,14.877407373512002,0.05328682477791105,0.3602101531499789,1.3264469603697464,0.04989300429837151,0.9440061553165532,0.00292056074766355,1.1836610470721889,0.005894962486602358,47.073625028133414,2.2163929192225127,0.010566452478562692,1.0339809208138224,0.0,1.5340407747620095,0.0,2.103893905162598,0.0,0.0692749800112001,0.10500287520983868,0.07523332967805262,0.1858662926177074,0.08218451444447279,0.08016808893209422,0.05019716106590843,1.0,0.07252540582816029,2.2376666666666667,0.08016997588213254,0.23327916200661256,0.0936370775826897,0.05850088166478582,0.010415007127166106,1.0,0.8732685416796326,0.23862361281495015,0.3475338701681159,0.15670413006337672,0.03836298574611311,0.46534933668292955,1.176134603366403,1.2357530528485465,0.0,2.1,2.079919579095489,0.009727469334999657,0.00210841904046871,0.00031084070603051465,5.4294399051205334e-05,0.00031084070603051465,5.4294399051205334e-05,0.0
energy_0p0001,50.110023588988234,33.55060875478535,3.6202068820569995,2.8638924265400476,6.822471264407312,0.05078693907897922,0.43382409936458827,24.834621602498775,1.6838383279344544,15.237502718047198,1.0127767716452316,16.194664098373504,1.2069964096655885,35.59678696224541,2.5558597493676047,6.257263845230213,0.7115021272353186,11.791600205173225,1.137664509486734,21.58782510721998,1.7109970938194081,0.10448275187954043,0.07308758135087222,0.30092050828164724,0.06519858284759655,0.10190654495459239,0.09993562014794748,0.06434706430743521,0.6622559321233572,0.2038361979190514,0.0,0.05921218893531601,0.5253038581182886,0.06397661242026854,0.006410256410256408,0.005493033226152192,0.03818327974276527,0.02503218278654044,0.06643356643356643,0.01048951048951049,0.08922829581993569,0.08275058275058275,0.08471532361719276,0.07226107226107226,0.04707747486808267,165.8698473647746,37.18060074390911,3.336298900345961,2.760071779290835,2.809604004079998e-08,2.18278637361295e-09,8.644389047715293,0.04874118234292102,0.36562456288578726,1.3181135679284732,0.05602375456051554,0.05602375456051554,0.8870966291093888,0.0,1.027221333780896,0.005359056806002142,38.5743286460637,2.1151000012954078,0.007123215703078875,0.007123215703078875,0.8782188324403251,0.0,1.4655585788811247,0.0,1.8943628992929007,0.0,0.10552865896636825,0.0752427015911224,0.19286915847116323,0.08471095282396096,0.0826605029794188,0.05141969555725176,0.06730120779248815,0.14890770821891666,0.03731913380817734,165.8698473647746,37.18060074390911,3.3362972423434254,2.7600715718666713,8.644389062605818,0.04874118234292102,0.3656245477527673,1.318112527330717,0.05435516697124839,0.8870966291093888,0.0,1.0272211263567324,0.0050911039657020336,38.5743286460637,2.1150983432928716,0.004620825570802892,0.8782188324403251,0.0,1.4655585788811247,0.0,1.8943628992929007,0.0,0.06366549008205051,0.10552865896636825,0.07524270159106593,0.19286915922328185,0.08471095677350272,0.0826605029794188,0.05141969630124709,1.0,0.06730120779248815,2.2376666666666667,0.08266262265554741,0.24118740172111533,0.09616078077116715,0.05986088187630679,0.0098189238927351,1.0,0.8659283287086031,0.24101053029420347,0.345617776582457,0.14890771071913284,0.037319133747000785,0.4740165322283938,1.2070651838005662,1.2685172439281207,0.0,2.1,1.9860433291064206,0.009251945962508482,0.002069384737236243,0.0003024122367302389,5.2770644558790135e-05,0.0003024122367302389,5.2770644558790135e-05,0.0
energy_1em05,58.96998740747111,35.76214291966856,3.7649214743995985,2.85885211866944,7.794986995954214,0.05474533906395437,0.44730820369508084,31.177582210813807,1.8070050157075908,15.96596145041051,1.0390655331009186,18.19319852150107,1.3036412122208458,42.91203087906078,2.7440979415536533,7.030839219763959,0.7905303240404528,13.399980305825222,1.2114559737395998,22.585374200380127,1.7635415286358223,0.10483600199686728,0.07299647245215626,0.2940995176254279,0.06683487038248138,0.1005543073373746,0.09882222288284422,0.06363940894632572,0.6624711426835085,0.20887747801291154,0.0,0.052252194617207565,0.5259692044078226,0.06789292605952305,0.00495337995337995,0.006966773847802783,0.03818327974276527,0.0273287955000931,0.04312354312354313,0.010198135198135191,0.08936227224008575,0.08275058275058275,0.08558808792453652,0.07546620046620046,0.04935240130628069,336.7099154161224,90.54797216473771,3.413872172435125,2.80073430078725,3.0523935878878916e-08,2.013463258611039e-09,14.934366782200923,0.05272240117875588,0.3600501816119614,1.320711337029934,0.05115998546193586,0.05115998546193586,0.9373108349185107,0.003309968847352025,1.1537054203169343,0.005894962486602358,46.891123056411686,2.2223747024933496,0.011001012191472917,0.011001012191472917,0.996172265028387,0.0,1.5505643095821142,0.0,2.0803381435972788,0.0,0.10511204459222724,0.07522427802553537,0.1867557370629056,0.08247443742100298,0.08048951621753475,0.050352272253036845,0.07136592898736316,0.1569849151262658,0.038268415477901045,336.7096222047365,90.54797216473771,3.4138715501626344,2.800734093363087,14.934363519170587,0.05272240117875588,0.36005010331381415,1.3207103237509732,0.04966584704621397,0.9373104971588572,0.0027258566978193084,1.1537052128927707,0.00562700964630225,46.891123056411686,2.2223738727966933,0.010187123205217757,0.996172265028387,0.0,1.5505643095821142,0.0,2.0803381435972788,0.0,0.06820583659555329,0.10511204459222724,0.0752242780254471,0.18675573690996705,0.08247443742100298,0.08048951621753475,0.05035227277065064,1.0,0.07136592898736316,2.2376666666666667,0.08049141776556894,0.23455280869060946,0.09384638050807437,0.05864809230862133,0.010348051976808825,1.0,0.871992724911883,0.2391400420608217,0.3473572437241816,0.15698491684129007,0.03826841550600902,0.4663684579946441,1.2106119100959531,1.285021832154598,0.0,2.1,2.073170916547987,0.009819589555263476,0.002129170486960385,0.0003154464066028381,5.4930594672261355e-05,0.0003154464066028381,5.4930594672261355e-05,0.0
energy_2em05,58.079402119428835,35.686991748915325,3.7686626928906133,2.8689563032998358,7.679082960087982,0.05417101419990347,0.4490793941514661,30.581772591439897,1.8036066997919942,15.928884478481562,1.0383079877904207,18.006045953203028,1.292672058237364,41.62563815802196,2.7545683013702984,6.94008031258156,0.7770292192318933,13.293550584960082,1.2125551163014314,22.457186999960346,1.7591841526843846,0.10489365567917042,0.07298680911294965,0.29519526333437845,0.0675709336064383,0.1007849587310491,0.09901632287908817,0.0637474823857168,0.6624711426835085,0.20767720558397176,0.0,0.052540545251578974,0.5259692044078226,0.06721516732546318,0.0052447552447552415,0.006698821007502675,0.03818327974276527,0.02651490651383794,0.04516317016317017,0.010198135198135191,0.08936227224008575,0.08275058275058275,0.08558808792453652,0.07517482517482517,0.04882484819822905,295.8372615466942,89.37150436395315,3.422396257519722,2.7958218147978187,2.9795169775859165e-08,2.0472822264534695e-09,15.353864192836758,0.052171336523266165,0.3598381022610231,1.3149728377660115,0.051046406835857074,0.051046406835857074,0.9307561113018892,0.00292056074766355,1.1295004915155005,0.0057609860664523,46.75403159732583,2.2288660208384194,0.010040702185787382,0.010040702185787382,0.9699624127582259,0.0,1.5520881958461057,0.0,2.061237876328429,0.0,0.10517302237997676,0.07521266175229978,0.18759653217362715,0.08278584758695244,0.08077107445428637,0.0504937713134484,0.06976865583576032,0.1566849932407547,0.03816391166301665,295.8372615466942,89.37150436395315,3.422395635247232,2.7958216073736555,15.353860346203753,0.052171336523266165,0.35983809685160395,1.314972134927909,0.04955226842013521,0.9307557735422356,0.002336448598130833,1.129500284091337,0.005493033226152192,46.75403159732583,2.228865191141763,0.009424974471519,0.9699624127582259,0.0,1.5520881958461057,0.0,2.061237876328429,0.0,0.06680672471593724,0.10517302237997676,0.07521266175221293,0.18759653244617636,0.08278584758695244,0.08077107541792024,0.05049377182861811,1.0,0.06976865583576032,2.2376666666666667,0.08077301528537342,0.23570746078745916,0.09426498635884373,0.05878420453991214,0.010251645839400497,1.0,0.8710241446942811,0.23944550234317097,0.3471796823237923,0.15668499660404608,0.03816391167707542,0.4674755749365503,1.2045216251639135,1.2663570121124696,0.0,2.1,2.063832354236956,0.009883531679709701,0.0021374475468143917,0.00031800288707015627,5.529811898058171e-05,0.00031800288707015627,5.529811898058171e-05,0.0
energy_3em05,57.079915821119165,35.48199525480399,3.76006444198201,2.87523290060809,7.5955458801775455,0.05359200202235792,0.44947885996998355,29.751795512941516,1.789703038102514,15.79813120507628,1.0363773966926766,17.8324835863818,1.282369269364371,40.76408285800278,2.7529632438486735,6.781444685462181,0.765544249650898,13.136459378580348,1.2073702468688567,21.691023404544413,1.7543057296647089,0.1048742326241981,0.07298518593351977,0.2962055568534879,0.06748991791306413,0.10096225186793749,0.09917944887987083,0.06383930093344663,0.6624711426835085,0.2046216334042861,0.0,0.05227259241127887,0.5257745003579783,0.0656699473712352,0.0052447552447552415,0.006430868167202567,0.03818327974276527,0.026717284957541217,0.04720279720279721,0.010780885780885775,0.08936227224008575,0.08275058275058275,0.08549141668300546,0.07517482517482517,0.047324136539294875,230.19816592295683,39.38578565187837,3.424231273432573,2.800669732193152,2.9795169775859165e-08,2.0060269829343353e-09,12.227135532648022,0.05161241256332153,0.36104902864353366,1.3166125863790512,0.05077845399555697,0.05077845399555697,0.9082919209504325,0.0021417445482866,1.1098925418385381,0.00562700964630225,51.97788588702667,2.2397233794132867,0.00981280038017825,0.00981280038017825,0.9439719785101867,0.0,1.5501795763460298,0.0,1.9568401745194326,0.0,0.10521631485119538,0.07520703574678979,0.18831874488923137,0.08306764118633074,0.08104191579606343,0.05062281282568334,0.06836000857032408,0.1560848619166285,0.03805726192286176,230.19816592295683,39.38578565187837,3.424230030278366,2.8006695247689883,12.227125111003735,0.05161241256332153,0.36104888853776645,1.3166118835409486,0.04939789420591387,0.908291583190779,0.001752336448598125,1.1098923344143747,0.005359056806002142,51.97788588702667,2.239721928834914,0.008666062335715674,0.9439719785101867,0.0,1.5501795763460298,0.0,1.9568401745194326,0.0,0.06517534979622981,0.10521631485119538,0.07520703574249636,0.18831874500361365,0.08306764614838624,0.08104191579606343,0.05062281320224362,1.0,0.06836000857032408,2.2376666666666667,0.08104387107849834,0.23640710467023174,0.09447429078307969,0.05891690143102293,0.00998440786873695,1.0,0.8702499810476981,0.23958245267293207,0.3468583363753446,0.15608486610405342,0.03805726193043465,0.46802234757508954,1.2063405257370758,1.255774628953077,0.0,2.1,2.053915982331516,0.009893449644247642,0.002142476178168149,0.00031921236465372874,5.545996661050124e-05,0.00031921236465372874,5.545996661050124e-05,0.0
energy_5em05,54.9869903677789,35.2901096217253,3.728704179999209,2.892147426142305,7.366179029781914,0.05254278788787911,0.4472555376066043,27.955575189451654,1.758494033308123,15.610809139382347,1.0297558240142408,17.366430674103935,1.261604488615544,39.63405778223558,2.7201644426443075,6.666795803096476,0.7464889957109188,12.831412222530467,1.189081626228988,21.638901666621425,1.7422393979710282,0.10475624248003278,0.07300765021956947,0.29788678526386314,0.06676965702653817,0.10125249147403577,0.09943317646532651,0.06399673811020072,0.662860550783197,0.20333208030785735,0.0,0.0516027103105286,0.5259692044078226,0.06497236531185947,0.005536130536130533,0.0057609860664523,0.03831725616291532,0.027951623215727917,0.05157342657342657,0.011363636363636359,0.08922829581993569,0.08275058275058275,0.0853947454414744,0.07459207459207459,0.045273780911823845,203.94376789075372,40.01977332033378,3.3989734947681427,2.7965487679466605,2.6860634429655878e-08,1.917512236056987e-09,11.444282497394896,0.050599397348015995,0.3635161675054379,1.3180154686172803,0.04941829199998515,0.04941829199998515,0.9025260369526222,0.0,1.0826878697116626,0.00562700964630225,47.24311487128333,2.2112776835759482,0.008569611718431725,0.008569611718431725,0.9191772343039398,0.0,1.5240023688723643,0.0,1.9378879284962143,0.0,0.10532544403331175,0.07521813287112138,0.1898096965190774,0.08357726907269734,0.08153608275195781,0.05086125114904084,0.06361491336471913,0.15452610312377324,0.037839402608535654,203.94407584808008,40.01977332033378,3.3989728724956527,2.796548560522497,11.444287452886828,0.050599397348015995,0.36351622408686096,1.3180147657791779,0.04886198852531365,0.9025260369526222,0.0,1.0826870414057828,0.005359056806002142,47.24311487128333,2.211276853879292,0.007713995376230992,0.9191772343039398,0.0,1.5240023688723643,0.0,1.9378879284962143,0.0,0.06193504070754679,0.10532544403331175,0.07521813286164948,0.1898096967292713,0.08357726907269734,0.08153608423708215,0.050861251689421884,1.0,0.06361491336471913,2.2376666666666667,0.08153808005727883,0.23808517594045409,0.09510817929476667,0.059181084224580516,0.009883792629604508,1.0,0.8690326014551212,0.2399359017938633,0.34612664602702364,0.15452610647037532,0.037839402605590884,0.4698746103684133,1.2039610112842298,1.2643761074286886,0.0,2.1,2.0331275368134025,0.009809188544750167,0.002139646854841771,0.00031868151078620356,5.537500743022973e-05,0.00031868151078620356,5.537500743022973e-05,0.0
full_home_replacement_0p003,62.97898462293741,39.82105604517007,3.832118458145208,3.0045376275987734,9.452741828165626,0.06266226064568674,0.47938113084672507,33.226631149556404,1.834135121592416,27.21560687352886,1.305372924502681,28.774002071673525,1.7817579346338128,41.550450339190355,2.7583387436415427,9.98586643672591,1.0005049077674408,14.90894793806566,1.217268391015837,28.066326782483987,2.115606056661432,0.11004730869132312,0.07300322342515345,0.279746275186286,0.0970258733663852,0.09972387308018765,0.09765435038074587,0.0631218641373257,0.577933470133973,0.16167164175899812,0.0,0.0402434569439654,0.4705301447028056,0.041846867429974836,0.006993006993006992,0.057108338169542666,0.037915326902465164,0.04312721429121208,0.08333333333333333,0.02097902097902098,0.09150589496248661,0.0099067599067599,0.08870471428882643,0.07994711674618216,0.06876680158678851,361.673558311774,100.75087251607339,3.4996064690252147,2.8870069856445,9.116490718811636e-08,6.24634131959695e-09,13.50801781577814,0.060113877598546576,0.38385833712853507,1.3351694991191227,0.039285224208843735,0.039285224208843735,1.100437511089088,0.005732187396700416,1.5795255967532285,0.055363111078294815,50.2620055340226,2.200556298096975,0.02594535693127258,0.02594535693127258,1.4204251838236814,0.0,1.6060268584017952,0.0,2.4078735474783266,0.0,0.10977378224802538,0.07453822508980995,0.1673822625575342,0.08100234556625346,0.07898856714910227,0.049435548040565346,0.09303607994634684,0.16377830072123278,0.040079625942183776,361.6737670770603,100.75087251607339,3.4995928082366796,2.887006570796173,13.50801853779489,0.060113877598546576,0.38385829808382094,1.335168485840162,0.03763671157890051,1.100436835569781,0.00501409882701765,1.579524974480738,0.05248487924363266,50.2620055340226,2.200542222460108,0.024111710328050092,1.4204251838236814,0.0,1.6060268584017952,0.0,2.4078735474783266,0.0,0.0889871817007158,0.10977378224802538,0.07453822505083038,0.16738226119333285,0.08100234678667391,0.07898856716764005,0.04943554859200753,1.0,0.09303607994634684,2.2376666666666667,0.07899122006899242,0.20872099527300403,0.08713669015394761,0.058348662712865235,0.005559218332319702,1.0,0.0,0.0,0.0,0.16377835624415144,0.04007962729291942,0.4672391764956269,0.9871483790410451,1.0616291168844327,0.0,2.1,2.3884925230215535,0.010220659275849616,0.0022598654108472007,0.0002681265274683522,4.502031233957763e-05,0.0002681265274683522,4.502031233957763e-05,0.0
full_home_replacement_0p01,62.86153511703094,39.90970443837704,3.830511226313916,3.006242221656502,9.415484895808287,0.062405059585604994,0.4791999501450914,33.268316975939236,1.8353465504045614,26.939314062239735,1.2977804705306726,28.76507250857529,1.780872785959447,41.453000437170665,2.7541799547834707,9.916818048013154,1.0001791440244479,14.845617604005078,1.218346477538245,28.030993316057902,2.113851371555104,0.1100821472713122,0.07295083925470006,0.279714022203787,0.09662394410593506,0.09970870568603933,0.09763639845326277,0.06311451746447451,0.5777387660841288,0.16111533828432664,0.0,0.039975504103665294,0.47033544065296135,0.041786139800280654,0.006993006993006992,0.057108338169542666,0.037915326902465164,0.04297284007699074,0.08333333333333333,0.016608391608391608,0.09150589496248661,0.009324009324009317,0.08870471428882643,0.07994711674618216,0.06836789698334224,366.96614951381434,100.3323234908749,3.4982532573242984,2.888914496482661,3.966728886103018e-08,2.867598353385703e-09,13.406996617202909,0.05983510684220281,0.3832273350085436,1.3363957405090332,0.03888329494839358,0.03888329494839358,1.0958973465070205,0.005537483346856183,1.5796111329109408,0.05493775936676947,49.79606717824888,2.19888798892498,0.02594535693127258,0.02594535693127258,1.4208880511432653,0.0,1.6055417169506352,0.0,2.4085047924321166,0.0,0.10978686276416584,0.07448457255326041,0.16733460880798431,0.08097341364974393,0.07896815828124176,0.04942749812645556,0.09201409492452711,0.16386229774884803,0.040072834172453574,366.96593856306094,100.3323234908749,3.498252635051808,2.888914081634334,13.406997291657854,0.05983510684220281,0.3832272659750536,1.3363947272300727,0.03696682947815024,1.0958966709877134,0.004819394777173417,1.5796105106384504,0.05264227811485791,49.79606717824888,2.198886951804158,0.024161680730196516,1.4208880511432653,0.0,1.6055417169506352,0.0,2.4085047924321166,0.0,0.08803858953211768,0.10978686276416584,0.07448457251507005,0.16733460780861664,0.0809734135776036,0.07896816043418155,0.04942749884343107,1.0,0.09201409492452711,2.2376666666666667,0.07897081628951831,0.2085464433401041,0.08713669015394761,0.05833383934996087,0.005420888251866043,1.0,0.0,0.0,0.0,0.16386230029356896,0.0400728347112562,0.46714596247623835,0.9824248405751687,1.0509691264208716,0.0,2.1,2.3878217879785626,0.010221631576617513,0.0022600591230483072,0.00026828143745659345,4.502519022053551e-05,0.00026828143745659345,4.502519022053551e-05,0.0
full_home_replacement_0p03,61.52412676761208,39.85983552734739,3.810505715017177,3.0116388714011078,9.272670437073346,0.06215360616884486,0.4776155783084492,32.67462426996568,1.836014490153701,26.950380195730432,1.2474241214986188,29.084491079111917,1.776608222717168,40.32813403609667,2.720235715974104,10.016661956207656,0.9982559964373762,14.342084596533626,1.219551225606498,28.931381903619265,2.10296623483845,0.11046737362317761,0.07291468846728288,0.27958451790109146,0.09374176827821228,0.09955265872421871,0.0975596854950511,0.06306366489875075,0.5762981618497828,0.15806223610177556,0.0,0.038367787061864646,0.4705009335899677,0.040946595971209525,0.006993006993006992,0.05626065940349587,0.03764737406216506,0.042829655655455795,0.08333333333333333,0.007284382284382283,0.0912379421221865,0.009324009324009317,0.08792589808944949,0.07877889244711674,0.06752108334757274,393.33280181116,149.87529131758495,3.478025150495038,2.89745241869241,5.254785224543627e-08,3.2788298810826556e-09,18.246900214926537,0.0595352342214198,0.380497378892606,1.3408496355017026,0.03781148358719314,0.03781148358719314,1.0999830845245622,0.004831915937935108,1.5834302964018814,0.05466980652646936,47.27197655787052,2.1803310761849084,0.025365842946417434,0.025365842946417434,1.42651413201141,0.0,1.5937893670828391,0.0,2.505867480181223,0.0,0.11000757618175627,0.07443387129620561,0.16711593333747674,0.0807390400565632,0.0787829095871869,0.04937717589847534,0.08941267178032553,0.16397097052028173,0.04007111032410316,393.3329415840494,149.87529131758495,3.478024528222548,2.897452003844083,18.246862848299813,0.05953523422141981,0.38049658982368356,1.3408489326636,0.03685325085207147,1.0999786837149566,0.0042478037884023994,1.583429674129391,0.051634175820581975,47.271934035917006,2.1803300390640867,0.02407170330870344,1.42651413201141,0.0,1.5937893670828391,0.0,2.505867480181223,0.0,0.08614478623242401,0.11000757618175627,0.07443387129602903,0.1671159328364732,0.0807390400565632,0.07878290956900595,0.04937717638786964,1.0,0.08941267178032553,2.2376666666666667,0.0787855605257786,0.20783200284236636,0.08692738722856296,0.058199076677987065,0.005017108835755183,1.0,0.0,0.0,0.0,0.163970972235306,0.040071110860250184,0.46661797680304806,0.9663719252326354,1.0243967844871804,0.0,2.1,2.387535400872827,0.010247118771076159,0.0022690630357755513,0.00027003263433773004,4.514737212429476e-05,0.00027003263433773004,4.514737212429476e-05,0.0
no_branch_regulation,62.98974062153388,39.810844352224834,3.8322639365743765,3.0043617855533284,9.455468572246279,0.06269468134595084,0.47939464966917084,33.2470780200454,1.8339876518697613,27.21958656412038,1.306096232115217,28.779518831066046,1.7818431634654013,41.56106439877221,2.758760582417852,9.986022662035255,1.0005170405024753,14.909288863250813,1.2172423965724406,28.064559628108736,2.1157550510022562,0.11004414620461271,0.07300946287054245,0.2797493666145931,0.09706620320200811,0.0997254975867893,0.09765501895421609,0.06312267066145542,0.577933470133973,0.16167164175899812,0.0,0.0402434569439654,0.4705301447028056,0.041846867429974836,0.006993006993006992,0.057108338169542666,0.037915326902465164,0.04312721429121208,0.08333333333333333,0.02127039627039627,0.09150589496248661,0.0099067599067599,0.08870471428882643,0.07994711674618216,0.0678289334583571,362.69088187168563,100.85775662446402,3.4997927335401378,2.886773012578488,3.964503636488814e-08,2.897713644650143e-09,13.53153753569373,0.06014360272429973,0.3839398836588721,1.3350459436575572,0.039285224208843735,0.039285224208843735,1.1008950678691083,0.005732187396700416,1.5795361972171424,0.05565146171266621,50.30883320917642,2.2007040679454803,0.02594535693127258,0.02594535693127258,1.4206184472034995,0.0,1.6061060596257448,0.0,2.4078565589510013,0.0,0.10977263099193463,0.07454483184269317,0.16738747032877968,0.08100527552018265,0.07899072019404622,0.04943638568338147,0.09303607994634684,0.16376860558901477,0.04008035802417669,362.69098975611155,100.85775662446402,3.499792111267647,2.886772597730161,13.531536814981715,0.06014360272429973,0.3839398463496814,1.3350449303785965,0.037616313784829235,1.1008943923498011,0.004819394777173417,1.5795349540629358,0.05264227811485791,50.30883320917642,2.2007030308246582,0.023878802074135532,1.4206184472034995,0.0,1.6061060596257448,0.0,2.4078565589510013,0.0,0.0881138198913604,0.10977263099193463,0.07454483181690767,0.16738746948249705,0.08100528043897354,0.07899072162329614,0.049436386337994354,1.0,0.09303607994634684,2.2376666666666667,0.07899337402803082,0.20874004661836995,0.08713669015394761,0.05835026864233669,0.005574677679014549,1.0,0.0,0.0,0.0,0.16376860895230613,0.040080358582955826,0.46738236091716184,0.9171785992813294,0.9748430990536386,0.0,2.1,2.38873232373429,0.010220771034558566,0.0022598708379572004,0.000268101692199698,4.5016496444258685e-05,0.000268101692199698,4.5016496444258685e-05,0.0
