profile,actual_position_rmse_m,actual_position_max_m,actual_orientation_rmse_rad,actual_elbow_lateral_range_m,actual_ddq_p99_rad_s2,actual_elbow_accel_p99_m_s2,driver_limit_active_fraction
current_deployment,0.0180009189632719,0.0438151475738803,0.107085764819241,0.0403812448188498,40.89868416647182,10.208232627622769,0.3686708860759494
strict_mainline,0.0220258403539646,0.053279455101944,0.1111251924462633,0.1554157229195117,35.68140712477279,8.901010846884018,0.2974683544303797
no_branch_regulation,0.0150674228073615,0.0308002340323391,0.1150803020845893,0.1759452452509345,38.91707449962395,9.553243609727408,0.3370253164556962
