profile,solve_time_mean_ms,solve_time_p95_ms
current_deployment,1.1404290632446688,1.19539309208366
driver_only_velocity,1.0765618203853076,1.1446028159380974
no_frame_error_bound,1.1028275365251365,1.1629813886512155
strict_mainline,0.48280620040501726,0.5109054482256231
