profile,actual_position_rmse_m,actual_position_max_m,actual_orientation_rmse_rad,actual_elbow_lateral_range_m,actual_ddq_p99_rad_s2,actual_elbow_accel_p99_m_s2,driver_limit_active_fraction
current_deployment,0.0127539722784341,0.0178333512985886,0.4954506707376724,0.151563740746306,39.31400035427696,9.289330468765788,0.1533101045296167
strict_mainline,0.0581461276997783,0.1710787299638061,0.2527656593796923,0.1201479607017989,72.96984617357428,11.552310712571105,0.2926829268292683
no_frame_error_bound,0.0179421920504662,0.0480957044272806,0.3837865632674332,0.1443233764012486,47.27620750918224,10.355831402155152,0.2206736353077816
